prompt_name,task,word_count,ell_clean,holistic_essay_score,p_ai_oof_score
Facial action coding system,Text dependent,242,No,3,0.45874626643191374
Facial action coding system,Text dependent,276,No,3,0.11559368708045732
Facial action coding system,Text dependent,220,No,3,0.30506829012868814
Facial action coding system,Text dependent,162,Yes,1,0.5028983689874486
Facial action coding system,Text dependent,442,Yes,3,0.24957212038203908
Facial action coding system,Text dependent,492,No,5,0.24772640714553043
Facial action coding system,Text dependent,194,No,3,0.10822930506768422
Facial action coding system,Text dependent,375,Yes,3,0.026399341002988606
Facial action coding system,Text dependent,164,Yes,2,0.017763591836636
Facial action coding system,Text dependent,169,Yes,2,0.015366737837338076
Facial action coding system,Text dependent,508,Yes,4,0.23662631664638478
Facial action coding system,Text dependent,350,No,3,0.6033998841361794
Facial action coding system,Text dependent,530,No,5,0.08895920738006569
Facial action coding system,Text dependent,267,No,3,0.11911351037946556
Facial action coding system,Text dependent,204,Yes,2,0.049784791859018254
Facial action coding system,Text dependent,159,No,2,0.6552130480668406
Facial action coding system,Text dependent,304,No,3,0.0705249329461974
Facial action coding system,Text dependent,224,Yes,1,0.3180201312872696
Facial action coding system,Text dependent,361,No,3,0.3040537354532278
Facial action coding system,Text dependent,247,No,2,0.19641021864478875
Facial action coding system,Text dependent,250,No,3,0.004890319396961812
Facial action coding system,Text dependent,237,Yes,2,0.16020315355886544
Facial action coding system,Text dependent,311,No,3,0.47302483264134926
Facial action coding system,Text dependent,149,No,2,0.08552424887526627
Facial action coding system,Text dependent,428,No,4,0.036846172658636336
Facial action coding system,Text dependent,283,No,2,0.3242615241500723
Facial action coding system,Text dependent,320,No,3,0.07194650178480566
Facial action coding system,Text dependent,291,No,3,0.16236484776364055
Facial action coding system,Text dependent,395,No,3,0.8072291971010874
Facial action coding system,Text dependent,281,No,2,0.005650034367643964
Facial action coding system,Text dependent,245,No,2,0.13978619347754137
Facial action coding system,Text dependent,477,No,4,0.09048938144647503
Facial action coding system,Text dependent,255,No,2,0.0016750661924372894
Facial action coding system,Text dependent,303,No,3,0.30880466073012675
Facial action coding system,Text dependent,220,No,3,0.01804866469453921
Facial action coding system,Text dependent,275,No,1,0.7695762042016181
Facial action coding system,Text dependent,350,Yes,3,0.0031160122346084143
Facial action coding system,Text dependent,178,No,1,0.9335339208698861
Facial action coding system,Text dependent,361,No,3,0.016035974347211997
Facial action coding system,Text dependent,513,No,4,0.007991427117221155
Facial action coding system,Text dependent,173,No,1,0.7244745769796805
Facial action coding system,Text dependent,578,Yes,1,7.753221235790088e-05
Facial action coding system,Text dependent,242,No,3,0.10856040334653573
Facial action coding system,Text dependent,389,No,3,0.0739055102245848
Facial action coding system,Text dependent,359,No,3,0.09866185358067359
Facial action coding system,Text dependent,329,No,2,0.010286772829535372
Facial action coding system,Text dependent,328,No,4,0.08005483353750517
Facial action coding system,Text dependent,302,No,3,0.0017339820912532988
Facial action coding system,Text dependent,302,Yes,2,0.0024582202539691757
Facial action coding system,Text dependent,354,No,3,0.941619313508791
Facial action coding system,Text dependent,483,Yes,3,0.026894969585948735
Facial action coding system,Text dependent,418,No,3,0.009213718255998128
Facial action coding system,Text dependent,383,No,4,0.46172164303336777
Facial action coding system,Text dependent,284,No,3,0.005046557949115518
Facial action coding system,Text dependent,352,Yes,3,0.0010406813443134188
Facial action coding system,Text dependent,223,No,2,0.10070139321047378
Facial action coding system,Text dependent,718,No,6,7.605388627423804e-06
Facial action coding system,Text dependent,570,No,5,0.02007080139804347
Facial action coding system,Text dependent,293,Yes,3,0.17322145680780976
Facial action coding system,Text dependent,155,No,2,0.6384986661449833
Facial action coding system,Text dependent,289,No,2,0.031189108974730245
Facial action coding system,Text dependent,217,Yes,3,0.006937209122623146
Facial action coding system,Text dependent,608,No,3,0.04643506604167403
Facial action coding system,Text dependent,188,No,2,0.6090763370962404
Facial action coding system,Text dependent,261,No,1,0.9669010053505303
Facial action coding system,Text dependent,193,No,2,0.9229113083545165
Facial action coding system,Text dependent,402,No,2,0.10262107909178306
Facial action coding system,Text dependent,375,Yes,4,0.8690601093753338
Facial action coding system,Text dependent,282,No,2,0.12346506864580921
Facial action coding system,Text dependent,313,No,3,0.30020037326210347
Facial action coding system,Text dependent,359,Yes,2,0.03113648497738599
Facial action coding system,Text dependent,660,No,4,9.527489472660477e-05
Facial action coding system,Text dependent,301,No,2,0.30125454490730497
Facial action coding system,Text dependent,259,No,3,0.026438137885303945
Facial action coding system,Text dependent,282,No,3,0.32640451156209305
Facial action coding system,Text dependent,159,No,2,0.0447163978715534
Facial action coding system,Text dependent,410,No,1,0.8130171767688125
Facial action coding system,Text dependent,307,Yes,3,0.0009683643605443645
Facial action coding system,Text dependent,175,No,2,0.019824989117784565
Facial action coding system,Text dependent,297,No,3,0.03218827319572304
Facial action coding system,Text dependent,221,No,1,0.37736839302573316
Facial action coding system,Text dependent,267,Yes,2,0.0422506817296426
Facial action coding system,Text dependent,174,No,1,0.0949243995904951
Facial action coding system,Text dependent,559,No,3,0.0021730952354608204
Facial action coding system,Text dependent,526,No,4,2.886707790832232e-07
Facial action coding system,Text dependent,228,No,3,0.03504007124987589
Facial action coding system,Text dependent,280,Yes,1,0.40879277097862904
Facial action coding system,Text dependent,200,No,2,0.04908362726156052
Facial action coding system,Text dependent,217,No,2,1.3498998734226646e-08
Facial action coding system,Text dependent,369,Yes,2,0.03492535622163841
Facial action coding system,Text dependent,326,No,3,0.07196273289829123
Facial action coding system,Text dependent,254,No,2,0.043236363079148354
Facial action coding system,Text dependent,187,No,2,0.8870520171724219
Facial action coding system,Text dependent,244,No,2,0.4871804443190006
Facial action coding system,Text dependent,406,Yes,2,0.0020723942446737864
Facial action coding system,Text dependent,675,No,1,8.606373329333548e-14
Facial action coding system,Text dependent,248,No,2,0.22651037582065192
Facial action coding system,Text dependent,360,No,3,0.12718940169856102
Facial action coding system,Text dependent,307,No,3,0.8224678117799942
Facial action coding system,Text dependent,537,No,5,0.019539425625972745
Facial action coding system,Text dependent,417,No,4,0.12328414649013734
Facial action coding system,Text dependent,496,Yes,4,0.02323068982880833
Facial action coding system,Text dependent,445,No,3,0.0010854528527073366
Facial action coding system,Text dependent,553,No,3,0.0026994133029876236
Facial action coding system,Text dependent,380,No,4,0.578392433988302
Facial action coding system,Text dependent,271,No,2,0.021602185595587374
Facial action coding system,Text dependent,192,Yes,1,0.8590131195974882
Facial action coding system,Text dependent,288,Yes,2,0.0738887406491549
Facial action coding system,Text dependent,198,No,2,0.7864327324857536
Facial action coding system,Text dependent,303,Yes,3,0.03201692979146838
Facial action coding system,Text dependent,513,No,5,0.06342052404924796
Facial action coding system,Text dependent,583,Yes,4,0.004706126806698886
Facial action coding system,Text dependent,158,No,2,0.8032333650174223
Facial action coding system,Text dependent,323,No,4,0.6850395973903909
Facial action coding system,Text dependent,404,No,3,0.4091570168719654
Facial action coding system,Text dependent,172,No,2,0.14371897521834798
Facial action coding system,Text dependent,282,Yes,3,0.4256500732256158
Facial action coding system,Text dependent,564,No,5,0.024656606782809214
Facial action coding system,Text dependent,318,No,3,0.055160587994529095
Facial action coding system,Text dependent,252,No,3,0.09897653626133249
Facial action coding system,Text dependent,371,No,4,0.4143625485423396
Facial action coding system,Text dependent,276,Yes,2,0.7818499237268038
Facial action coding system,Text dependent,640,Yes,5,0.12784139003505754
Facial action coding system,Text dependent,214,No,1,0.2775494910141983
Facial action coding system,Text dependent,282,Yes,2,0.3592924341297233
Facial action coding system,Text dependent,378,No,3,0.17295202288184222
Facial action coding system,Text dependent,211,Yes,1,3.148844993680538e-12
Facial action coding system,Text dependent,439,No,4,0.030221471552324533
Facial action coding system,Text dependent,203,No,2,0.016038595806669546
Facial action coding system,Text dependent,243,No,2,0.033304572885395754
Facial action coding system,Text dependent,201,Yes,1,0.1998329020946031
Facial action coding system,Text dependent,280,Yes,2,0.0167120664098284
Facial action coding system,Text dependent,447,No,3,0.10268069253343008
Facial action coding system,Text dependent,349,No,3,0.23274510811693347
Facial action coding system,Text dependent,225,No,2,0.03334935759304473
Facial action coding system,Text dependent,485,No,5,0.14660760129959827
Facial action coding system,Text dependent,248,No,2,0.039261000288056826
Facial action coding system,Text dependent,526,No,4,0.0003260382092197956
Facial action coding system,Text dependent,207,No,3,0.9867038321773388
Facial action coding system,Text dependent,441,No,4,0.24436852409565737
Facial action coding system,Text dependent,426,Yes,3,0.6287088128081275
Facial action coding system,Text dependent,450,No,4,0.04188434440314873
Facial action coding system,Text dependent,296,No,4,0.4722798294559681
Facial action coding system,Text dependent,223,No,3,0.39858681500933657
Facial action coding system,Text dependent,436,No,4,0.0030763986072338363
Facial action coding system,Text dependent,174,No,2,0.3105884312283944
Facial action coding system,Text dependent,215,No,2,0.4762005153788477
Facial action coding system,Text dependent,176,No,2,0.308485740844927
Facial action coding system,Text dependent,710,No,6,0.08931228086441062
Facial action coding system,Text dependent,573,No,3,0.7600222540164904
Facial action coding system,Text dependent,629,No,5,0.026946168511395124
Facial action coding system,Text dependent,160,No,2,0.884025141136202
Facial action coding system,Text dependent,368,No,3,0.17787374073081105
Facial action coding system,Text dependent,433,Yes,4,0.27394232270731744
Facial action coding system,Text dependent,403,No,4,0.06170647760325835
Facial action coding system,Text dependent,635,No,6,0.04897743794954281
Facial action coding system,Text dependent,269,No,3,0.3736682141319812
Facial action coding system,Text dependent,294,No,2,0.5490691710940813
Facial action coding system,Text dependent,255,No,2,0.5859815491215329
Facial action coding system,Text dependent,242,No,2,0.011590267066873336
Facial action coding system,Text dependent,376,No,2,0.001682743485427217
Facial action coding system,Text dependent,211,No,2,0.06103649729376844
Facial action coding system,Text dependent,274,Yes,3,0.016823631008350593
Facial action coding system,Text dependent,434,No,3,0.006341869940404258
Facial action coding system,Text dependent,439,No,3,0.0038584591978738526
Facial action coding system,Text dependent,178,No,2,0.2104514454520956
Facial action coding system,Text dependent,775,No,3,3.1249916085912456e-18
Facial action coding system,Text dependent,563,No,4,0.015411429530990624
Facial action coding system,Text dependent,192,No,3,0.05331478684713262
Facial action coding system,Text dependent,242,No,2,0.14541803720904237
Facial action coding system,Text dependent,193,Yes,2,0.7258554161681253
Facial action coding system,Text dependent,536,No,4,0.00806911556237302
Facial action coding system,Text dependent,351,Yes,3,0.03237832242694286
Facial action coding system,Text dependent,374,No,3,0.11666668470617361
Facial action coding system,Text dependent,378,No,3,0.011916105901664378
Facial action coding system,Text dependent,279,No,2,0.055427837164000626
Facial action coding system,Text dependent,215,No,3,0.09783470608002287
Facial action coding system,Text dependent,931,No,6,0.0403781442941933
Facial action coding system,Text dependent,367,No,2,0.011356570831644099
Facial action coding system,Text dependent,223,No,2,0.17598380261019753
Facial action coding system,Text dependent,525,No,4,0.04851867908807421
Facial action coding system,Text dependent,239,Yes,1,0.03354764278183859
Facial action coding system,Text dependent,389,No,3,0.44217160431417757
Facial action coding system,Text dependent,373,No,3,0.0056856572516257465
Facial action coding system,Text dependent,446,No,5,0.23815464994814112
Facial action coding system,Text dependent,204,No,1,1.6659554167998434e-12
Facial action coding system,Text dependent,199,Yes,2,0.02472087025647354
Facial action coding system,Text dependent,303,No,3,0.16767382208288453
Facial action coding system,Text dependent,592,No,3,0.10658888479149986
Facial action coding system,Text dependent,214,No,2,0.021916597328165314
Facial action coding system,Text dependent,303,No,3,0.3501130175096926
Facial action coding system,Text dependent,439,No,3,0.04785902121003309
Facial action coding system,Text dependent,445,Yes,3,0.3076209063581654
Facial action coding system,Text dependent,163,No,2,0.15330027043999572
Facial action coding system,Text dependent,379,No,4,0.058657771147995356
Facial action coding system,Text dependent,268,Yes,3,0.09108271292427288
Facial action coding system,Text dependent,368,No,3,0.17339536827104937
Facial action coding system,Text dependent,236,No,2,0.3105234769216823
Facial action coding system,Text dependent,412,No,4,0.10871791722973068
Facial action coding system,Text dependent,672,No,6,0.024215567085421708
Facial action coding system,Text dependent,352,No,3,0.11788269343368675
Facial action coding system,Text dependent,458,No,3,0.0469259368082143
Facial action coding system,Text dependent,230,No,3,0.14006402481284932
Facial action coding system,Text dependent,568,No,3,0.17582057123836742
Facial action coding system,Text dependent,282,No,2,0.2599900182827064
Facial action coding system,Text dependent,452,No,4,0.20971907001355358
Facial action coding system,Text dependent,293,No,3,0.21475826990500319
Facial action coding system,Text dependent,292,No,3,0.12196484091459442
Facial action coding system,Text dependent,703,No,4,0.0019031310520964831
Facial action coding system,Text dependent,388,No,4,0.008667569905626277
Facial action coding system,Text dependent,460,No,4,0.012164710286817579
Facial action coding system,Text dependent,579,No,5,0.14041224190217133
Facial action coding system,Text dependent,288,No,3,0.022512421746292356
Facial action coding system,Text dependent,302,Yes,1,0.2967876854177255
Facial action coding system,Text dependent,620,No,4,0.03778288424197821
Facial action coding system,Text dependent,251,Yes,1,0.6301478814958483
Facial action coding system,Text dependent,325,No,2,0.018761008076320737
Facial action coding system,Text dependent,257,No,3,0.06392699286884164
Facial action coding system,Text dependent,220,No,2,2.9273544555223802e-05
Facial action coding system,Text dependent,254,No,3,0.09583311898238676
Facial action coding system,Text dependent,181,No,2,0.003079459119682801
Facial action coding system,Text dependent,602,No,2,0.00920834245513132
Facial action coding system,Text dependent,179,No,1,0.09224732541039184
Facial action coding system,Text dependent,357,No,4,0.06924870063079451
Facial action coding system,Text dependent,242,No,2,0.02380066248307855
Facial action coding system,Text dependent,337,No,2,0.13278930560607005
Facial action coding system,Text dependent,190,No,3,0.0049695515000194035
Facial action coding system,Text dependent,468,No,5,0.01776241231966486
Facial action coding system,Text dependent,250,No,1,0.27267924317087955
Facial action coding system,Text dependent,447,No,4,0.005156749295693923
Facial action coding system,Text dependent,713,No,5,0.020624008292323498
Facial action coding system,Text dependent,325,No,3,0.0932378504936518
Facial action coding system,Text dependent,236,Yes,3,0.14512213001814747
Facial action coding system,Text dependent,222,No,2,0.33472867577130383
Facial action coding system,Text dependent,242,No,3,0.02503563620033644
Facial action coding system,Text dependent,274,No,1,0.04094440868509507
Facial action coding system,Text dependent,260,No,2,0.9326473424892372
Facial action coding system,Text dependent,293,No,2,0.005744512526102753
Facial action coding system,Text dependent,225,Yes,2,0.053129853930442145
Facial action coding system,Text dependent,268,Yes,2,0.4081419750704744
Facial action coding system,Text dependent,528,No,3,0.05461806357180132
Facial action coding system,Text dependent,232,Yes,3,0.006669547556491613
Facial action coding system,Text dependent,504,No,4,0.04832693748480667
Facial action coding system,Text dependent,329,No,4,0.3052389279245851
Facial action coding system,Text dependent,345,No,3,0.144339692702362
Facial action coding system,Text dependent,328,No,3,0.010900557400810976
Facial action coding system,Text dependent,220,Yes,1,0.05082303292173612
Facial action coding system,Text dependent,375,No,4,0.20768899289022277
Facial action coding system,Text dependent,403,No,3,0.027632943811246348
Facial action coding system,Text dependent,544,No,4,0.00017980751945424723
Facial action coding system,Text dependent,262,No,3,0.06494577178423627
Facial action coding system,Text dependent,486,No,5,0.5675013486451245
Facial action coding system,Text dependent,192,Yes,2,0.00834642100021137
Facial action coding system,Text dependent,238,No,3,0.02079246464727614
Facial action coding system,Text dependent,220,No,2,0.0023203383330403834
Facial action coding system,Text dependent,353,Yes,3,0.01132517657868367
Facial action coding system,Text dependent,310,No,3,0.7316886790134005
Facial action coding system,Text dependent,435,No,4,2.270058699831593e-05
Facial action coding system,Text dependent,363,Yes,3,0.5717052317947384
Facial action coding system,Text dependent,370,No,4,0.2607775526071122
Facial action coding system,Text dependent,215,No,2,0.24205707648760888
Facial action coding system,Text dependent,236,Yes,2,0.051241025544014794
Facial action coding system,Text dependent,217,No,2,0.0026386164987556187
Facial action coding system,Text dependent,375,No,2,0.25432311869061885
Facial action coding system,Text dependent,271,No,3,0.21846713716567234
Facial action coding system,Text dependent,225,No,2,0.14701630803674443
Facial action coding system,Text dependent,393,Yes,4,0.006927858029548953
Facial action coding system,Text dependent,180,No,1,0.13825964652709677
Facial action coding system,Text dependent,234,Yes,2,0.05260227246830774
Facial action coding system,Text dependent,182,No,2,0.20144427596020414
Facial action coding system,Text dependent,399,Yes,1,0.1996505765119291
Facial action coding system,Text dependent,350,No,4,0.15453864418091273
Facial action coding system,Text dependent,517,No,6,0.16266694260543738
Facial action coding system,Text dependent,400,No,3,0.02263222272484982
Facial action coding system,Text dependent,210,Yes,2,0.029581424018633493
Facial action coding system,Text dependent,173,No,2,0.06679439629201676
Facial action coding system,Text dependent,294,No,3,0.018593613035359655
Facial action coding system,Text dependent,199,No,3,0.06887356657692073
Facial action coding system,Text dependent,259,No,1,0.027116533752047256
Facial action coding system,Text dependent,166,Yes,2,0.47821964419570157
Facial action coding system,Text dependent,187,No,3,0.9396364792453014
Facial action coding system,Text dependent,540,No,4,0.8396327138430909
Facial action coding system,Text dependent,447,Yes,4,0.010372848340333363
Facial action coding system,Text dependent,295,No,3,0.004486513568851416
Facial action coding system,Text dependent,259,No,3,0.11564886052727671
Facial action coding system,Text dependent,468,No,3,3.0266956009396963e-05
Facial action coding system,Text dependent,379,Yes,4,0.12815653139814528
Facial action coding system,Text dependent,499,No,4,0.028151005512086498
Facial action coding system,Text dependent,215,No,2,0.07413201867393149
Facial action coding system,Text dependent,333,No,3,0.007501481943271417
Facial action coding system,Text dependent,8538,No,3,0.026684772216458572
Facial action coding system,Text dependent,288,Yes,2,0.003742055393440713
Facial action coding system,Text dependent,580,No,5,0.01984016978768339
Facial action coding system,Text dependent,211,Yes,2,0.5994682699857651
Facial action coding system,Text dependent,244,No,3,0.019246317301468977
Facial action coding system,Text dependent,961,No,6,0.09191644185526206
Facial action coding system,Text dependent,223,No,3,0.08330425634439229
Facial action coding system,Text dependent,405,Yes,1,0.013459052185220432
Facial action coding system,Text dependent,519,No,4,0.10901983195033009
Facial action coding system,Text dependent,174,No,3,0.31390530983359516
Facial action coding system,Text dependent,300,Yes,2,4.125874385624647e-05
Facial action coding system,Text dependent,324,No,3,0.05739353687670076
Facial action coding system,Text dependent,287,No,3,0.4342425584371488
Facial action coding system,Text dependent,232,No,2,0.08961911059577367
Facial action coding system,Text dependent,155,No,2,0.09644362807944962
Facial action coding system,Text dependent,269,No,3,0.15956355283396834
Facial action coding system,Text dependent,325,Yes,3,0.008594767357976915
Facial action coding system,Text dependent,363,Yes,3,0.02751268997746237
Facial action coding system,Text dependent,242,No,2,0.011365957699870866
Facial action coding system,Text dependent,479,Yes,4,0.02431925849793409
Facial action coding system,Text dependent,368,No,3,0.38839165234513634
Facial action coding system,Text dependent,183,Yes,1,0.07530737121565219
Facial action coding system,Text dependent,739,No,4,0.0315669568134821
Facial action coding system,Text dependent,239,No,2,0.04650866841060376
Facial action coding system,Text dependent,239,No,3,0.8361266836484931
Facial action coding system,Text dependent,330,No,3,0.0004926781254033088
Facial action coding system,Text dependent,385,No,3,0.09736192851499871
Facial action coding system,Text dependent,438,No,3,0.005793623089802354
Facial action coding system,Text dependent,747,No,5,0.03386106292785431
Facial action coding system,Text dependent,1226,No,6,0.08629324875737837
Facial action coding system,Text dependent,473,No,5,0.002395143558180935
Facial action coding system,Text dependent,673,No,4,0.009949452486958301
Facial action coding system,Text dependent,484,Yes,1,0.006462118759116745
Facial action coding system,Text dependent,342,No,3,0.16330632256494357
Facial action coding system,Text dependent,297,No,3,0.5269221208401264
Facial action coding system,Text dependent,506,No,5,0.16079973338122852
Facial action coding system,Text dependent,445,Yes,3,0.0965228524140066
Facial action coding system,Text dependent,209,Yes,2,0.18768254438543988
Facial action coding system,Text dependent,193,No,3,0.26362749184787154
Facial action coding system,Text dependent,184,No,1,0.7266888924709068
Facial action coding system,Text dependent,360,Yes,3,0.10382047697679028
Facial action coding system,Text dependent,650,No,5,0.018096305786739004
Facial action coding system,Text dependent,377,No,3,0.0017447298275609397
Facial action coding system,Text dependent,190,Yes,1,0.012151279499647288
Facial action coding system,Text dependent,225,No,2,0.004830030971928472
Facial action coding system,Text dependent,312,No,2,0.0011089495754973478
Facial action coding system,Text dependent,271,No,2,5.530437183367037e-06
Facial action coding system,Text dependent,303,No,3,0.04849882723114172
Facial action coding system,Text dependent,285,Yes,3,0.026216596084029816
Facial action coding system,Text dependent,292,Yes,3,0.06612922855599193
Facial action coding system,Text dependent,483,Yes,4,0.8406609210094121
Facial action coding system,Text dependent,752,No,4,0.006147417732762753
Facial action coding system,Text dependent,272,No,1,0.01432487462865906
Facial action coding system,Text dependent,271,No,3,0.061957374669537456
Facial action coding system,Text dependent,465,No,4,0.6926468018116261
Facial action coding system,Text dependent,363,No,4,0.25264184272858115
Facial action coding system,Text dependent,309,Yes,3,0.039208634670135384
Facial action coding system,Text dependent,728,No,4,0.012691222709167482
Facial action coding system,Text dependent,438,Yes,3,0.060059764754272695
Facial action coding system,Text dependent,354,No,3,0.015394668640874113
Facial action coding system,Text dependent,378,No,3,0.0032380509183598523
Facial action coding system,Text dependent,289,No,2,0.00889802578072903
Facial action coding system,Text dependent,345,No,3,0.03049816177204331
Facial action coding system,Text dependent,290,No,2,0.032496962220553344
Facial action coding system,Text dependent,363,No,3,0.001156080500938946
Facial action coding system,Text dependent,179,Yes,1,0.36618816436816753
Facial action coding system,Text dependent,215,Yes,2,0.006538399255906655
Facial action coding system,Text dependent,220,No,2,0.165587791450487
Facial action coding system,Text dependent,365,No,3,0.14454624323137233
Facial action coding system,Text dependent,333,No,2,0.02642124710090066
Facial action coding system,Text dependent,447,Yes,1,0.2918780257562239
Facial action coding system,Text dependent,368,No,4,0.01786009503659946
Facial action coding system,Text dependent,344,No,3,0.12140587749057143
Facial action coding system,Text dependent,396,Yes,3,3.565044743043117e-07
Facial action coding system,Text dependent,222,No,2,0.4508683656755142
Facial action coding system,Text dependent,515,No,6,0.2539404342042564
Facial action coding system,Text dependent,362,Yes,1,0.32092591461504777
Facial action coding system,Text dependent,681,No,4,0.21221192120513194
Facial action coding system,Text dependent,551,No,4,0.1633744026110981
Facial action coding system,Text dependent,365,No,4,0.02402795251186432
Facial action coding system,Text dependent,253,No,2,0.6463269066348231
Facial action coding system,Text dependent,353,Yes,3,0.15400944750871046
Facial action coding system,Text dependent,519,No,5,0.006700495777042115
Facial action coding system,Text dependent,399,Yes,2,0.030834261296381872
Facial action coding system,Text dependent,219,Yes,2,0.04152786607113889
Facial action coding system,Text dependent,238,Yes,3,0.06086006767851291
Facial action coding system,Text dependent,279,No,2,0.30109053362477933
Facial action coding system,Text dependent,268,Yes,1,0.05284775459091684
Facial action coding system,Text dependent,167,No,2,0.2841298246714109
Facial action coding system,Text dependent,445,Yes,3,0.05473937987077063
Facial action coding system,Text dependent,198,No,3,0.4392824208498457
Facial action coding system,Text dependent,252,No,3,0.11357350163647802
Facial action coding system,Text dependent,358,Yes,4,0.03188205073814894
Facial action coding system,Text dependent,526,No,5,0.48207422550866014
Facial action coding system,Text dependent,629,No,5,0.08476976142465555
Facial action coding system,Text dependent,384,No,3,0.2154962711436392
Facial action coding system,Text dependent,375,No,3,0.476321401950718
Facial action coding system,Text dependent,561,No,5,0.007584969385495561
Facial action coding system,Text dependent,218,No,2,0.006094914400691206
Facial action coding system,Text dependent,295,No,2,0.009458608093703262
Facial action coding system,Text dependent,473,No,3,0.010915082746217154
Facial action coding system,Text dependent,285,No,3,0.2681754544403317
Facial action coding system,Text dependent,735,No,5,0.47592953919738307
Facial action coding system,Text dependent,394,No,4,0.09315406842892525
Facial action coding system,Text dependent,205,Yes,2,0.022851913108042035
Facial action coding system,Text dependent,326,No,3,0.037050134343934546
Facial action coding system,Text dependent,224,Yes,3,0.038665386755206886
Facial action coding system,Text dependent,631,Yes,5,0.054563421915027985
Facial action coding system,Text dependent,505,No,4,0.2629994482140983
Facial action coding system,Text dependent,319,Yes,3,0.5686098361724471
Facial action coding system,Text dependent,645,No,4,0.0036170518236843664
Facial action coding system,Text dependent,254,Yes,3,0.3534382164027626
Facial action coding system,Text dependent,363,No,3,0.0013805474578453079
Facial action coding system,Text dependent,194,No,1,0.21850073069967924
Facial action coding system,Text dependent,228,No,2,0.005883343749145649
Facial action coding system,Text dependent,313,No,3,0.03158531443457298
Facial action coding system,Text dependent,201,No,3,0.2542939612466029
Facial action coding system,Text dependent,395,Yes,3,0.2945713318392484
Facial action coding system,Text dependent,288,No,3,0.01834944899207928
Facial action coding system,Text dependent,314,Yes,3,0.040617377894609306
Facial action coding system,Text dependent,318,No,3,0.33511352749906465
Facial action coding system,Text dependent,185,No,2,0.055726198346687454
Facial action coding system,Text dependent,323,No,3,0.09033521231018231
Facial action coding system,Text dependent,241,No,3,0.4492744981925139
Facial action coding system,Text dependent,239,No,2,0.002110513750598835
Facial action coding system,Text dependent,336,No,2,0.0009574869970000002
Facial action coding system,Text dependent,327,No,2,0.04603295271288935
Facial action coding system,Text dependent,302,No,3,0.04825398196620164
Facial action coding system,Text dependent,296,No,3,0.03847458821081449
Facial action coding system,Text dependent,405,No,4,0.0015479384456517113
Facial action coding system,Text dependent,463,No,3,0.023470796758364415
Facial action coding system,Text dependent,566,No,6,0.015946278602558133
Facial action coding system,Text dependent,320,Yes,2,0.034313608827418775
Facial action coding system,Text dependent,474,Yes,3,0.2214221475088894
Facial action coding system,Text dependent,529,Yes,3,0.006229604130842331
Facial action coding system,Text dependent,229,No,3,0.4639524797765432
Facial action coding system,Text dependent,243,No,3,0.18272921186458763
Facial action coding system,Text dependent,371,No,3,0.004194195604239163
Facial action coding system,Text dependent,218,No,3,0.010575561662352033
Facial action coding system,Text dependent,316,No,2,4.563888975411596e-06
Facial action coding system,Text dependent,577,No,4,0.0011763984580187706
Facial action coding system,Text dependent,178,No,2,0.23975460847465704
Facial action coding system,Text dependent,425,Yes,1,0.15038523012544808
Facial action coding system,Text dependent,207,No,3,0.9138204015647955
Facial action coding system,Text dependent,302,No,1,0.09563200655369737
Facial action coding system,Text dependent,341,Yes,2,0.10712812219071903
Facial action coding system,Text dependent,362,Yes,2,0.007602062487316428
Facial action coding system,Text dependent,409,No,3,0.003588357388063462
Facial action coding system,Text dependent,402,No,4,0.09314395656131766
Facial action coding system,Text dependent,165,No,2,0.35373880051300144
Facial action coding system,Text dependent,296,Yes,3,0.49891096304281923
Facial action coding system,Text dependent,466,No,3,0.11297811473396792
Facial action coding system,Text dependent,193,No,3,0.05282001850929283
Facial action coding system,Text dependent,202,No,2,0.6118516886616934
Facial action coding system,Text dependent,370,Yes,3,0.011429351499931678
Facial action coding system,Text dependent,237,No,2,0.027340034833561698
Facial action coding system,Text dependent,373,No,3,0.05431064500356747
Facial action coding system,Text dependent,463,No,4,0.06979140829359357
Facial action coding system,Text dependent,526,No,5,0.222650220424687
Facial action coding system,Text dependent,405,Yes,4,0.044799919830480685
Facial action coding system,Text dependent,382,Yes,4,0.1258808520259384
Facial action coding system,Text dependent,455,No,4,0.011123155779885551
Facial action coding system,Text dependent,347,No,3,0.05707087256440336
Facial action coding system,Text dependent,197,No,3,0.09140921939603522
Facial action coding system,Text dependent,214,No,2,0.10308809044833453
Facial action coding system,Text dependent,425,No,3,0.12091449589068268
Facial action coding system,Text dependent,820,No,4,0.019199069796925743
Facial action coding system,Text dependent,428,No,2,1.9693512165169853e-05
Facial action coding system,Text dependent,202,No,2,0.7083719898118146
Facial action coding system,Text dependent,357,No,3,0.042334041022401396
Facial action coding system,Text dependent,266,No,3,0.005364810625798916
Facial action coding system,Text dependent,172,Yes,1,0.7598028473685978
Facial action coding system,Text dependent,553,No,6,0.14576867324506226
Facial action coding system,Text dependent,218,Yes,2,0.007078358527097161
Facial action coding system,Text dependent,412,No,4,0.11898472357052478
Facial action coding system,Text dependent,875,No,6,0.005337805345143801
Facial action coding system,Text dependent,173,No,2,0.2754318632238224
Facial action coding system,Text dependent,367,No,2,0.0011312558720833147
Facial action coding system,Text dependent,342,No,3,0.012305313518843498
Facial action coding system,Text dependent,606,No,4,0.08971192993389253
Facial action coding system,Text dependent,202,No,2,0.04235337793400703
