source,prompt_name,task,word_count,p_ai_oof_score
chat_gpt_moth,Seeking multiple opinions,Independent,161,0.7015081221725954
darragh_claude_v7,Phones and driving,,315,0.9904636099232759
llama2_chat,Seeking multiple opinions,Independent,314,0.9965034884994766
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,362,0.9835956386574878
llama2_chat,Grades for extracurricular activities,Independent,369,0.2976100198355079
mistral7binstruct_v2,Grades for extracurricular activities,Independent,411,0.22260382284460284
llama2_chat,Summer projects,Independent,382,0.8762543359174753
chat_gpt_moth,Distance learning,Independent,208,0.8022859359361444
llama2_chat,Cell phones at school,Independent,295,0.5850577184101647
llama_70b_v1,Distance learning,Independent,418,0.8915871881316443
radek_500,Does the electoral college work?,Text dependent,628,0.5275957719171614
chat_gpt_moth,Seeking multiple opinions,Independent,178,0.9886721424174612
mistral7binstruct_v1,Distance learning,Independent,394,0.8835731255198305
mistral7binstruct_v1,Facial action coding system,Text dependent,367,0.945940438309171
mistral7binstruct_v1,Seeking multiple opinions,Independent,381,0.6460537628170516
mistral7binstruct_v1,Seeking multiple opinions,Independent,405,0.967547022908254
mistral7binstruct_v1,Seeking multiple opinions,Independent,314,0.9756975832314312
darragh_claude_v6,Cell phones at school,Independent,288,0.9709082665961063
mistral7binstruct_v2,Seeking multiple opinions,Independent,355,0.8394222261202661
mistral7binstruct_v2,Facial action coding system,Text dependent,284,0.45647426200363106
llama2_chat,Distance learning,Independent,285,0.5572402776557889
chat_gpt_moth,Distance learning,Independent,195,0.8312076423306455
mistral7binstruct_v1,Seeking multiple opinions,Independent,353,0.9947356575612648
mistral7binstruct_v1,Seeking multiple opinions,Independent,383,0.8641840156008257
chat_gpt_moth,Distance learning,Independent,244,0.9580929327052706
darragh_claude_v6,Grades for extracurricular activities,Independent,286,0.8771349144290249
chat_gpt_moth,Distance learning,Independent,200,0.8112210894775153
mistral7binstruct_v2,Seeking multiple opinions,Independent,273,0.9952309382270734
darragh_claude_v6,"""A Cowboy Who Rode the Waves""",Text dependent,339,0.965777212330018
darragh_claude_v6,Exploring Venus,Text dependent,277,0.9999433963282004
falcon_180b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,287,0.7987143731947008
mistral7binstruct_v2,Distance learning,Independent,410,0.7059547561069808
llama2_chat,Grades for extracurricular activities,Independent,314,0.9844500411821541
chat_gpt_moth,Seeking multiple opinions,Independent,123,0.9997839525505393
chat_gpt_moth,Mandatory extracurricular activities,Independent,268,0.9612479907427459
mistral7binstruct_v2,Seeking multiple opinions,Independent,285,0.9801767186506182
mistral7binstruct_v2,Distance learning,Independent,312,0.3927040680578498
mistral7binstruct_v2,Cell phones at school,Independent,96,0.9523804897115239
mistral7binstruct_v2,Distance learning,Independent,320,0.1693026962136436
llama2_chat,Seeking multiple opinions,Independent,344,0.2008298038881102
mistral7binstruct_v2,Seeking multiple opinions,Independent,315,0.999999226646669
darragh_claude_v6,Community service,Independent,308,0.8870313800953114
mistral7binstruct_v1,Summer projects,Independent,363,0.9979960118008224
darragh_claude_v7,Car-free cities,Text dependent,344,0.9999838542505568
mistral7binstruct_v1,Seeking multiple opinions,Independent,393,0.7988671826938736
mistral7binstruct_v1,Facial action coding system,Text dependent,387,0.9930652472747947
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,289,0.8075048510901852
darragh_claude_v7,Seeking multiple opinions,Independent,315,0.9985788589219253
mistral7binstruct_v1,Distance learning,Independent,299,0.8729368380778708
chat_gpt_moth,Seeking multiple opinions,Independent,239,0.9997615850076854
mistral7binstruct_v2,Seeking multiple opinions,Independent,368,0.955175296081293
llama2_chat,Distance learning,Independent,320,0.6648118432266272
chat_gpt_moth,Mandatory extracurricular activities,Independent,228,0.9961403221334414
darragh_claude_v7,Grades for extracurricular activities,Independent,331,0.9884941108553537
chat_gpt_moth,Distance learning,Independent,271,0.9179963463536676
darragh_claude_v6,Driverless cars,Text dependent,335,0.9656564974134155
llama2_chat,Seeking multiple opinions,Independent,350,0.8355158915247667
chat_gpt_moth,Mandatory extracurricular activities,Independent,242,0.4833454842697119
chat_gpt_moth,Summer projects,Independent,137,0.9960723824935311
falcon_180b_v1,Phones and driving,,357,0.6642467287753299
llama_70b_v1,Summer projects,Independent,321,0.9484272707932152
chat_gpt_moth,Mandatory extracurricular activities,Independent,174,0.905518505570046
llama2_chat,Cell phones at school,Independent,291,0.9730018947869126
mistral7binstruct_v1,Distance learning,Independent,374,0.9900274148729522
falcon_180b_v1,Phones and driving,,269,0.9277733081927805
llama2_chat,Mandatory extracurricular activities,Independent,338,0.7651577514909252
chat_gpt_moth,Seeking multiple opinions,Independent,254,0.5857576105740756
llama_70b_v1,Seeking multiple opinions,Independent,419,0.6130478019239964
chat_gpt_moth,Seeking multiple opinions,Independent,177,0.8658693306303156
mistral7binstruct_v1,Summer projects,Independent,395,0.8939458278764911
llama_70b_v1,Mandatory extracurricular activities,Independent,321,0.981886836623266
llama2_chat,Seeking multiple opinions,Independent,271,0.6491998173455868
radek_500,Does the electoral college work?,Text dependent,622,0.439140715882674
llama2_chat,Mandatory extracurricular activities,Independent,288,0.6664383417321139
mistral7binstruct_v2,Seeking multiple opinions,Independent,296,0.9987623431692876
falcon_180b_v1,Car-free cities,Text dependent,280,0.9758889218359174
mistral7binstruct_v2,Distance learning,Independent,375,0.6066293660429433
mistral7binstruct_v2,Distance learning,Independent,266,0.9673954084341342
mistral7binstruct_v2,Distance learning,Independent,289,0.7179279363494852
llama_70b_v1,Does the electoral college work?,Text dependent,346,0.8681030746699974
chat_gpt_moth,Seeking multiple opinions,Independent,275,0.3416242822945731
llama2_chat,Distance learning,Independent,370,0.5045117671620944
llama_70b_v1,Does the electoral college work?,Text dependent,489,0.9326256438779332
chat_gpt_moth,Mandatory extracurricular activities,Independent,181,0.7990426974645838
darragh_claude_v6,Exploring Venus,Text dependent,247,0.9788114727549273
chat_gpt_moth,Distance learning,Independent,143,0.9332881514982876
chat_gpt_moth,Seeking multiple opinions,Independent,160,0.9333047051422906
mistral7binstruct_v2,Distance learning,Independent,312,0.9743001857764723
chat_gpt_moth,Mandatory extracurricular activities,Independent,212,0.9621119668504053
mistral7binstruct_v2,Distance learning,Independent,355,0.7988652575994044
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,298,0.8584769877629184
llama2_chat,Summer projects,Independent,380,0.7800319806899072
mistral7binstruct_v1,Seeking multiple opinions,Independent,317,0.9999920162233853
darragh_claude_v7,The Face on Mars,Text dependent,283,0.9906179770155762
darragh_claude_v6,Exploring Venus,Text dependent,273,0.9739466605647945
chat_gpt_moth,Distance learning,Independent,178,0.9854578558843724
radek_500,Car-free cities,Text dependent,533,0.968209509106663
mistral7binstruct_v2,Distance learning,Independent,334,0.7044610271177373
mistral7binstruct_v1,Seeking multiple opinions,Independent,425,0.4044503024245266
chat_gpt_moth,Summer projects,Independent,269,0.9838297669450307
chat_gpt_moth,Seeking multiple opinions,Independent,258,0.19550349944736414
llama_70b_v1,Does the electoral college work?,Text dependent,483,0.008796480130280043
mistral7binstruct_v2,Distance learning,Independent,295,0.8993839670888416
llama2_chat,"""A Cowboy Who Rode the Waves""",Text dependent,253,0.4125385961216714
darragh_claude_v7,Does the electoral college work?,Text dependent,414,0.8266933729348626
mistral7binstruct_v2,Seeking multiple opinions,Independent,238,0.9285977290555429
falcon_180b_v1,Facial action coding system,Text dependent,386,0.9429646792777696
darragh_claude_v7,Grades for extracurricular activities,Independent,317,0.5213117776571708
radek_500,Does the electoral college work?,Text dependent,556,0.2177204274010804
chat_gpt_moth,Summer projects,Independent,162,0.9194495609654622
llama_70b_v1,Distance learning,Independent,326,0.8161009841777765
llama2_chat,"""A Cowboy Who Rode the Waves""",Text dependent,235,0.9489828872463543
llama2_chat,Cell phones at school,Independent,257,0.894253925970936
darragh_claude_v6,Does the electoral college work?,Text dependent,334,0.454372727477545
mistral7binstruct_v1,Distance learning,Independent,414,0.8544725454280355
llama_70b_v1,Mandatory extracurricular activities,Independent,327,0.14863325065521488
mistral7binstruct_v1,Facial action coding system,Text dependent,286,0.9913618905841632
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,241,0.8381916120538573
chat_gpt_moth,Summer projects,Independent,140,0.8785456187858813
mistral7binstruct_v2,Grades for extracurricular activities,Independent,316,0.9332900020414496
falcon_180b_v1,Distance learning,Independent,303,0.9896347954681335
mistral7binstruct_v1,Facial action coding system,Text dependent,387,0.7180169313493819
chat_gpt_moth,Distance learning,Independent,262,0.8011364143545898
llama2_chat,Facial action coding system,Text dependent,357,0.8158592352283615
darragh_claude_v6,Facial action coding system,Text dependent,280,0.9899131174395799
llama_70b_v1,Distance learning,Independent,348,0.8738149211512453
chat_gpt_moth,Summer projects,Independent,228,0.9817098655683911
falcon_180b_v1,Grades for extracurricular activities,Independent,260,0.8823318548031398
mistral7binstruct_v2,Seeking multiple opinions,Independent,284,0.9193948286040285
mistral7binstruct_v2,Distance learning,Independent,285,0.8266033966414218
mistral7binstruct_v1,Facial action coding system,Text dependent,389,0.9994905034448375
chat_gpt_moth,Seeking multiple opinions,Independent,316,0.8895342960204453
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,298,0.8409568507804919
mistral7binstruct_v1,Distance learning,Independent,285,0.9411013342220526
mistral7binstruct_v2,Distance learning,Independent,341,0.9363612298860571
mistral7binstruct_v2,Facial action coding system,Text dependent,269,0.9606351678751541
mistral7binstruct_v1,Distance learning,Independent,406,0.8768281954624246
chat_gpt_moth,Seeking multiple opinions,Independent,128,0.9238324112570991
mistral7binstruct_v1,Distance learning,Independent,386,0.9922261472117597
llama2_chat,Seeking multiple opinions,Independent,257,0.8427279811311116
darragh_claude_v6,Does the electoral college work?,Text dependent,323,0.9794018321957118
chat_gpt_moth,Distance learning,Independent,203,0.9748653142085781
llama2_chat,Phones and driving,,374,0.8067639796498204
radek_500,Does the electoral college work?,Text dependent,576,0.42038937940375126
mistral7binstruct_v1,Distance learning,Independent,268,0.9818197142478923
llama_70b_v1,Phones and driving,,441,0.6078198325404855
mistral7binstruct_v1,Seeking multiple opinions,Independent,364,0.2258508840218521
chat_gpt_moth,Cell phones at school,Independent,137,0.9899886857270791
mistral7binstruct_v1,Seeking multiple opinions,Independent,419,0.8997967866455406
llama2_chat,Seeking multiple opinions,Independent,282,0.900805946488869
darragh_claude_v6,Driverless cars,Text dependent,276,0.9974284382814165
radek_500,Does the electoral college work?,Text dependent,742,0.07717417088511797
mistral7binstruct_v2,Seeking multiple opinions,Independent,289,0.9995545021072921
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,314,0.9828998556099674
mistral7binstruct_v1,Distance learning,Independent,412,0.2958361151577118
darragh_claude_v6,Facial action coding system,Text dependent,269,0.87690842831292
darragh_claude_v7,Mandatory extracurricular activities,Independent,273,0.9945830853062253
mistral7binstruct_v1,Seeking multiple opinions,Independent,334,0.908850025632544
llama2_chat,Distance learning,Independent,339,0.9786003000191086
llama2_chat,Seeking multiple opinions,Independent,369,0.9859673495898551
radek_500,Car-free cities,Text dependent,529,0.6506692217974984
chat_gpt_moth,Distance learning,Independent,224,0.9943761382024909
radek_500,Does the electoral college work?,Text dependent,657,0.21622413845651772
chat_gpt_moth,Seeking multiple opinions,Independent,169,0.5645388557368225
mistral7binstruct_v2,Seeking multiple opinions,Independent,197,0.9281935572992724
chat_gpt_moth,Distance learning,Independent,98,0.9747574116893706
llama_70b_v1,Does the electoral college work?,Text dependent,415,0.8166275983026391
chat_gpt_moth,Community service,Independent,207,0.9329840037187463
chat_gpt_moth,Seeking multiple opinions,Independent,115,0.9661472374448192
darragh_claude_v7,The Face on Mars,Text dependent,321,0.9975273403502918
darragh_claude_v6,Phones and driving,,390,0.6995475024724568
llama2_chat,Mandatory extracurricular activities,Independent,367,0.8791405149378942
llama2_chat,Seeking multiple opinions,Independent,356,0.8964559271607774
llama_70b_v1,The Face on Mars,Text dependent,412,0.9008612890887813
mistral7binstruct_v2,Seeking multiple opinions,Independent,321,0.950565490803253
llama2_chat,Distance learning,Independent,389,0.8422863391522497
mistral7binstruct_v2,Distance learning,Independent,247,0.8668907272502411
mistral7binstruct_v2,Distance learning,Independent,253,0.5891270419056696
radek_500,Car-free cities,Text dependent,467,0.9894188790602944
llama2_chat,Mandatory extracurricular activities,Independent,308,0.2903991867712324
mistral7binstruct_v1,Seeking multiple opinions,Independent,386,0.9625148941359343
falcon_180b_v1,Car-free cities,Text dependent,352,0.8950982331985549
mistral7binstruct_v1,Summer projects,Independent,408,0.9648355584300384
falcon_180b_v1,Facial action coding system,Text dependent,244,0.9831237242989819
mistral7binstruct_v1,Seeking multiple opinions,Independent,411,0.7446996233899831
llama2_chat,Summer projects,Independent,390,0.37140327405766826
llama2_chat,Distance learning,Independent,369,0.4480279137578198
mistral7binstruct_v2,Summer projects,Independent,407,0.7184677849898616
mistral7binstruct_v1,Summer projects,Independent,248,0.6919165801278775
mistral7binstruct_v2,Community service,Independent,219,0.8864739365883171
chat_gpt_moth,Seeking multiple opinions,Independent,262,0.7938733639039288
llama2_chat,Mandatory extracurricular activities,Independent,304,0.6426470662658497
falcon_180b_v1,Facial action coding system,Text dependent,329,0.963653788583153
darragh_claude_v7,Exploring Venus,Text dependent,311,0.9953576574326993
llama2_chat,Summer projects,Independent,356,0.847082980413566
mistral7binstruct_v1,Distance learning,Independent,379,0.8860611618519408
darragh_claude_v7,Cell phones at school,Independent,272,0.9712796526406284
llama_70b_v1,The Face on Mars,Text dependent,376,0.7549004069511657
llama_70b_v1,Driverless cars,Text dependent,263,0.5793836903657564
mistral7binstruct_v1,Summer projects,Independent,387,0.9635675865393388
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,346,0.9931569410952253
llama2_chat,Seeking multiple opinions,Independent,321,0.19893203151922229
mistral7binstruct_v2,Seeking multiple opinions,Independent,400,0.6137605917771165
chat_gpt_moth,Distance learning,Independent,103,0.9473721290252094
chat_gpt_moth,Seeking multiple opinions,Independent,164,0.33029637352751245
falcon_180b_v1,Car-free cities,Text dependent,376,0.8668738806162563
chat_gpt_moth,Seeking multiple opinions,Independent,224,0.26376134224099834
chat_gpt_moth,Seeking multiple opinions,Independent,282,0.9348503875524785
llama2_chat,Seeking multiple opinions,Independent,347,0.7569733322176313
llama2_chat,Seeking multiple opinions,Independent,392,0.8594025953830355
chat_gpt_moth,Mandatory extracurricular activities,Independent,115,0.9993413293637998
chat_gpt_moth,Mandatory extracurricular activities,Independent,223,0.7242457782915365
mistral7binstruct_v2,Seeking multiple opinions,Independent,265,0.6917634005515827
mistral7binstruct_v1,Seeking multiple opinions,Independent,418,0.7106326729235566
llama_70b_v1,Car-free cities,Text dependent,640,0.7370609224580811
llama2_chat,Seeking multiple opinions,Independent,368,0.6631186011503227
chat_gpt_moth,Distance learning,Independent,226,0.9342529957292248
falcon_180b_v1,Distance learning,Independent,339,0.9918367047362827
llama2_chat,Seeking multiple opinions,Independent,375,0.9302944963170113
llama2_chat,Summer projects,Independent,386,0.9495442773025731
darragh_claude_v6,Phones and driving,,411,0.8141585018813204
llama_70b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,361,0.9702787003718837
mistral7binstruct_v1,Distance learning,Independent,422,0.9294845615470836
chat_gpt_moth,Summer projects,Independent,312,0.9157227134128355
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,365,0.9880899570143463
llama_70b_v1,Car-free cities,Text dependent,328,0.510333501952969
mistral7binstruct_v2,Facial action coding system,Text dependent,300,0.6473213061191877
llama2_chat,Seeking multiple opinions,Independent,405,0.29875391483429325
llama_70b_v1,Grades for extracurricular activities,Independent,389,0.5395404638648813
chat_gpt_moth,Seeking multiple opinions,Independent,365,0.9733275161318252
chat_gpt_moth,Seeking multiple opinions,Independent,269,0.15899024439404047
llama2_chat,Seeking multiple opinions,Independent,369,0.9160324651310771
chat_gpt_moth,Seeking multiple opinions,Independent,176,0.667831459916665
llama_70b_v1,Phones and driving,,443,0.8252240988877713
llama_70b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,289,0.9295598948218251
mistral7binstruct_v1,Distance learning,Independent,404,0.8592409836648656
mistral7binstruct_v2,Seeking multiple opinions,Independent,384,0.9180013414669994
falcon_180b_v1,Summer projects,Independent,305,0.9835418404793685
mistral7binstruct_v1,Seeking multiple opinions,Independent,416,0.5742066305844468
chat_gpt_moth,Mandatory extracurricular activities,Independent,211,0.9998473040946049
darragh_claude_v6,Distance learning,Independent,296,0.9881749381443766
chat_gpt_moth,Grades for extracurricular activities,Independent,183,0.9514994671629063
llama_70b_v1,Cell phones at school,Independent,356,0.1860845871969212
darragh_claude_v7,Seeking multiple opinions,Independent,385,0.9959054339584691
mistral7binstruct_v2,Distance learning,Independent,411,0.8465618502937581
llama2_chat,Seeking multiple opinions,Independent,259,0.9497240015842621
llama2_chat,Community service,Independent,334,0.9731236281584665
mistral7binstruct_v2,Summer projects,Independent,412,0.9338840379027961
mistral7binstruct_v2,Summer projects,Independent,376,0.7996128699260902
mistral7binstruct_v2,Community service,Independent,268,0.9849328927536153
llama2_chat,Seeking multiple opinions,Independent,335,0.7304262716339459
radek_500,Car-free cities,Text dependent,432,0.9888396235205169
mistral7binstruct_v1,Distance learning,Independent,383,0.9858818115140139
llama_70b_v1,Facial action coding system,Text dependent,387,0.9799598525382494
chat_gpt_moth,Distance learning,Independent,209,0.8802918563366404
falcon_180b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,230,0.9939406763827433
chat_gpt_moth,Seeking multiple opinions,Independent,112,0.8408196067972304
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,413,0.9934888628935632
mistral7binstruct_v2,Summer projects,Independent,216,0.6894720851189345
llama2_chat,Distance learning,Independent,395,0.6790234424180479
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,317,0.9944254299324659
mistral7binstruct_v2,Distance learning,Independent,399,0.7860509277772006
mistral7binstruct_v1,Distance learning,Independent,381,0.30052556611511705
mistral7binstruct_v2,Community service,Independent,259,0.9041264551427375
chat_gpt_moth,Summer projects,Independent,280,0.9642463960969148
llama_70b_v1,Distance learning,Independent,564,0.9747764619688947
mistral7binstruct_v1,Distance learning,Independent,309,0.9657153076627735
mistral7binstruct_v1,Distance learning,Independent,371,0.8799531332700776
chat_gpt_moth,Seeking multiple opinions,Independent,112,0.6227681241558921
darragh_claude_v7,Distance learning,Independent,275,0.9967026338928334
mistral7binstruct_v1,Summer projects,Independent,398,0.05323993764112561
chat_gpt_moth,Distance learning,Independent,184,0.622730968508107
llama2_chat,Seeking multiple opinions,Independent,388,0.538473795870089
falcon_180b_v1,Car-free cities,Text dependent,350,0.778423925738074
llama2_chat,Mandatory extracurricular activities,Independent,291,0.8518331285243431
mistral7binstruct_v1,Seeking multiple opinions,Independent,254,0.7582457688333912
darragh_claude_v6,The Face on Mars,Text dependent,381,0.9906606182052619
mistral7binstruct_v2,Seeking multiple opinions,Independent,242,0.9267424150651514
mistral7binstruct_v1,Seeking multiple opinions,Independent,333,0.9999749509135235
mistral7binstruct_v2,Seeking multiple opinions,Independent,308,0.9995878779552674
mistral7binstruct_v1,Seeking multiple opinions,Independent,372,0.9296355525464578
mistral7binstruct_v1,Seeking multiple opinions,Independent,358,0.9228945132216607
llama2_chat,Seeking multiple opinions,Independent,347,0.9926071691777933
mistral7binstruct_v2,Summer projects,Independent,325,0.637635169510893
mistral7binstruct_v2,Distance learning,Independent,281,0.9966399961895394
llama2_chat,Seeking multiple opinions,Independent,356,0.9787220573607494
llama2_chat,Distance learning,Independent,387,0.7902190109308588
darragh_claude_v7,Does the electoral college work?,Text dependent,401,0.8303755797229135
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,328,0.555279894979718
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,368,0.9490643133043875
chat_gpt_moth,Cell phones at school,Independent,220,0.7760503752227603
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,240,0.9944792903625781
mistral7binstruct_v2,Distance learning,Independent,333,0.9758074089132418
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,361,0.6337055533041438
llama2_chat,Facial action coding system,Text dependent,338,0.9640950179482699
llama_70b_v1,Does the electoral college work?,Text dependent,382,0.7740389490297513
chat_gpt_moth,Seeking multiple opinions,Independent,122,0.7599787190223992
mistral7binstruct_v2,Distance learning,Independent,329,0.854136437131717
darragh_claude_v6,Car-free cities,Text dependent,400,0.9998508403894508
mistral7binstruct_v2,Seeking multiple opinions,Independent,149,0.4194509675653376
llama2_chat,"""A Cowboy Who Rode the Waves""",Text dependent,278,0.6146374665580271
mistral7binstruct_v1,Seeking multiple opinions,Independent,315,0.9356108292112131
llama2_chat,Facial action coding system,Text dependent,350,0.910647653048553
radek_500,Does the electoral college work?,Text dependent,541,0.4019634646805887
darragh_claude_v7,Mandatory extracurricular activities,Independent,269,0.9969513371066848
falcon_180b_v1,Car-free cities,Text dependent,299,0.8321318314731349
falcon_180b_v1,Car-free cities,Text dependent,297,0.9399227196584627
radek_500,Does the electoral college work?,Text dependent,571,0.24146056371296587
darragh_claude_v7,Community service,Independent,315,0.20183811630985857
llama2_chat,Seeking multiple opinions,Independent,368,0.38076679966397714
llama_70b_v1,Facial action coding system,Text dependent,244,0.9968693054760346
mistral7binstruct_v2,Seeking multiple opinions,Independent,378,0.8990631061206903
mistral7binstruct_v2,Distance learning,Independent,224,0.9891693934586658
llama2_chat,Facial action coding system,Text dependent,242,0.924392688782194
chat_gpt_moth,Distance learning,Independent,224,0.722176887094073
mistral7binstruct_v2,Distance learning,Independent,412,0.18003868211629173
darragh_claude_v6,Distance learning,Independent,293,0.9894314036292291
llama2_chat,Summer projects,Independent,336,0.5690095709689508
llama2_chat,Mandatory extracurricular activities,Independent,393,0.4757207333970392
chat_gpt_moth,Seeking multiple opinions,Independent,126,0.2776445643267173
mistral7binstruct_v1,Distance learning,Independent,373,0.9537338465016308
mistral7binstruct_v1,Cell phones at school,Independent,386,0.852355003099004
darragh_claude_v6,Driverless cars,Text dependent,401,0.9993365577898663
darragh_claude_v7,Phones and driving,,323,0.9985366187831928
chat_gpt_moth,Distance learning,Independent,137,0.9438123526384583
llama2_chat,Distance learning,Independent,389,0.8799821189122035
llama2_chat,Seeking multiple opinions,Independent,343,0.9564390635788872
mistral7binstruct_v2,Seeking multiple opinions,Independent,237,0.8632205276195211
llama2_chat,Mandatory extracurricular activities,Independent,357,0.1936879649797939
llama_70b_v1,Seeking multiple opinions,Independent,354,0.8983889800875201
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,333,0.98330185194573
llama2_chat,Facial action coding system,Text dependent,265,0.6476179384005143
llama_70b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,230,0.08962739583865931
mistral7binstruct_v1,Seeking multiple opinions,Independent,150,0.5042659707052957
llama2_chat,Seeking multiple opinions,Independent,309,0.9988779040921575
mistral7binstruct_v1,Distance learning,Independent,366,0.6672283886086412
llama2_chat,Seeking multiple opinions,Independent,352,0.5579663691680037
llama2_chat,Seeking multiple opinions,Independent,382,0.9781158755925958
radek_500,Does the electoral college work?,Text dependent,629,0.29270835547922325
darragh_claude_v6,Mandatory extracurricular activities,Independent,290,0.9635380090178747
chat_gpt_moth,Distance learning,Independent,292,0.7190961105591536
falcon_180b_v1,Driverless cars,Text dependent,236,0.4036772334353273
mistral7binstruct_v2,Seeking multiple opinions,Independent,376,0.9564425614686842
mistral7binstruct_v1,Distance learning,Independent,335,0.7567820020213407
llama_70b_v1,Phones and driving,,268,0.9384116438898763
mistral7binstruct_v1,Seeking multiple opinions,Independent,352,0.9176118868399628
darragh_claude_v6,The Face on Mars,Text dependent,249,0.6891093316410363
chat_gpt_moth,Distance learning,Independent,245,0.9307903279686007
mistral7binstruct_v1,Seeking multiple opinions,Independent,402,0.3109287925882533
llama2_chat,Seeking multiple opinions,Independent,284,0.7514229008554792
chat_gpt_moth,Distance learning,Independent,196,0.9842465886151057
mistral7binstruct_v1,Distance learning,Independent,414,0.9459267012086192
mistral7binstruct_v2,Distance learning,Independent,361,0.9952771597468207
chat_gpt_moth,Distance learning,Independent,216,0.7044543911664839
mistral7binstruct_v2,Seeking multiple opinions,Independent,345,0.986608976829691
mistral7binstruct_v1,Distance learning,Independent,375,0.9386019006014769
mistral7binstruct_v2,Seeking multiple opinions,Independent,417,0.8837206523633011
mistral7binstruct_v1,Distance learning,Independent,384,0.868831539636745
llama2_chat,Seeking multiple opinions,Independent,326,0.9681039511114412
darragh_claude_v6,Mandatory extracurricular activities,Independent,296,0.998541159714744
darragh_claude_v7,Facial action coding system,Text dependent,287,0.9961976505038471
llama_70b_v1,Driverless cars,Text dependent,483,0.6723779170420608
llama_70b_v1,Summer projects,Independent,530,0.9142718604011945
chat_gpt_moth,Distance learning,Independent,245,0.995720079521964
llama2_chat,Seeking multiple opinions,Independent,365,0.9811179117351088
mistral7binstruct_v1,Distance learning,Independent,376,0.835775712693961
chat_gpt_moth,Seeking multiple opinions,Independent,80,0.7899461166066966
mistral7binstruct_v2,Distance learning,Independent,283,0.8492289527807828
falcon_180b_v1,Facial action coding system,Text dependent,240,0.9626514111707125
llama_70b_v1,Facial action coding system,Text dependent,317,0.6315667731800043
llama_70b_v1,Facial action coding system,Text dependent,451,0.8361519654190642
chat_gpt_moth,Seeking multiple opinions,Independent,177,0.5492614247470152
mistral7binstruct_v1,Distance learning,Independent,411,0.957658195506327
mistral7binstruct_v1,Distance learning,Independent,375,0.9927741810189457
mistral7binstruct_v1,Seeking multiple opinions,Independent,388,0.9667376455606533
llama2_chat,Summer projects,Independent,384,0.3418519159422096
mistral7binstruct_v1,Car-free cities,Text dependent,383,0.9888937083764667
llama_70b_v1,Distance learning,Independent,220,0.9996812954262773
darragh_claude_v7,The Face on Mars,Text dependent,238,0.9636048284649459
llama_70b_v1,The Face on Mars,Text dependent,354,0.9855423587686669
mistral7binstruct_v2,Grades for extracurricular activities,Independent,264,0.7202543559150636
mistral7binstruct_v1,Summer projects,Independent,414,0.9996325431343884
mistral7binstruct_v2,Distance learning,Independent,364,0.8050828262989714
mistral7binstruct_v2,Distance learning,Independent,338,0.9327728280946215
falcon_180b_v1,Facial action coding system,Text dependent,328,0.8281063622532177
chat_gpt_moth,Seeking multiple opinions,Independent,218,0.5311385964217022
mistral7binstruct_v2,Seeking multiple opinions,Independent,202,0.3621488787497168
mistral7binstruct_v2,Grades for extracurricular activities,Independent,254,0.36778295492578356
mistral7binstruct_v2,"""A Cowboy Who Rode the Waves""",Text dependent,276,0.8189501746912734
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,270,0.6103344044757003
mistral7binstruct_v2,Summer projects,Independent,379,0.9698105118058427
llama2_chat,Distance learning,Independent,301,0.5696296579978798
mistral7binstruct_v1,Distance learning,Independent,385,0.9789109877629165
darragh_claude_v7,Seeking multiple opinions,Independent,311,0.9999555172249599
mistral7binstruct_v1,Distance learning,Independent,424,0.9263682344001012
mistral7binstruct_v1,Seeking multiple opinions,Independent,396,0.8016882335016793
mistral7binstruct_v2,Distance learning,Independent,370,0.9538889840495064
darragh_claude_v6,Community service,Independent,293,0.9817609016413406
chat_gpt_moth,Grades for extracurricular activities,Independent,271,0.844474976041003
mistral7binstruct_v1,Seeking multiple opinions,Independent,248,0.9055781631949011
llama_70b_v1,Mandatory extracurricular activities,Independent,594,0.7590020259490333
llama2_chat,Seeking multiple opinions,Independent,275,0.7475520774800825
mistral7binstruct_v2,Summer projects,Independent,357,0.6779398608951888
llama2_chat,Mandatory extracurricular activities,Independent,323,0.8762011645219969
falcon_180b_v1,Distance learning,Independent,208,0.9869534503264624
chat_gpt_moth,Seeking multiple opinions,Independent,171,0.14744850980440372
mistral7binstruct_v1,Seeking multiple opinions,Independent,385,0.8853681402941507
